Sentence,Label
the population density of denston at the moment over,Situation Awareness
alpha moving units back to central station via the northwest north west all water replacement vehicles are now at uniform heading to uniform 20 and unicorn tutu dress uniform 20 in uniform 225 vehicles return the central occasions over,Fire words
allcallsigns so i presume we're happy that parties is like buildings hospitals places where we can congregate large numbers if i can't evacuate them confirm over,Situation Awareness
bravo confirming a royal visit location and working on now got something about faith leaders coming together with recent incidents of tolerance of likely need to check churches first for logic a,Intel (from newspapers)
alpha moving 1 units to the,Communications
charlie chilling,Communications
roger street hearing november one to reply in them all move into the block south of heaven heaven moving so fat holbeechwood give us some depth if you're going to go between holbeechwood over,Situation Awareness
charlie to order as 104 people at the campsite at wildwood  all my units solo on water moving vehicle now to,Rescue words
this is alpha so mine is talking about a music festival in hazeycopse which i do not think is on here but i assume that means we should probably get the campsite in trenchwood  and wildwood  just thinking about tactics if people could communicate when they're on like 10 to 15 l of water left in their tanks then that means that i can try and get a fire-truck over,Intel (from newspapers)
charlie starts evacuations in greenhill in lowtown  over,Situation Awareness
charlie no thanks i will start my 65 fighting over,Communications
this can i have one of your water trucks between castlehill and while over,Fire words
charlie i'm trying to fill from 8 please keep near me the number_6 stationary,Action words
this is alpha i have free firetrucks on hotel india juliet 28 to try and prevent the five getting to the site over,Action words
charlie are you working with you can give you bloody are you in egerton,Communications
this is charlie at swanton is near enough in look at and my second rescue hanley,Situation Awareness
y vehicle up there instead,Other
alpha i believe epping a sofa better to prioritise second,Situation Awareness
charlie at the far is now in hull i'm a bad any my position to set up a new blocking line just south of holvern because the fire can spread so quickly on the setting up line,Situation Awareness
charlie at was i'm going to send the vehicle up there just to make sure it still is over,Communications
alpha echo in alford golf 6 astley still a high population centres something that going to get hit by this as well as total of 5 personnel in whether we need to change tack and focus on the other fire if i leave my browser here protecting 108 people do we need tothe other fire i'll keep eyes on that fire with my safety vehicle riding is now completely clear browsing completely clear so it just epping that we need to concern about i'll take over,Situation Awareness
bravo confirm that i will towards a flyer in the world rich,Communications
alpha is the significant population in louth looking at the wind direction it's going to be pushing the fire southwest only two personnel not checked all properties yet hospital which one do you want to close down first is greenhill lowtown|1it is clear esterly in the process of being cleared wychewood and greenhill nothing heard greenhill hospital has 112 people in it i'll put one eye on it over,Rescue words
this is alpha would we be considering the churches on the map as a potential risk over,Communications
all the wind direction is heading north west south east castleton dental castlehill local tyres church in winterfold  house 0 population over,Situation Awareness
alpha back on over,Communications
charlie thetford got quite a large number buildings to could be that ok so then it sounds like pretty much all of the settlements for going to need a big check so if someone wants to take after being holvern someone takes thetford and breydon and someone does denston and worthington i think there's loads of group so we want to come over,Situation Awareness
this is alpha in terms of tackling the thing is i think we're going to need to be a lot more communicated of where the i'm going to try and mark on my map where the fire is got too so if you guys could just keep up reporting in on where you can see it then that would help me her track our response to it go to the rescue shall i aim for the lower populated areas to rescue and then the higher popular series to try and do the defence for the fire and his,Action words
roger that i'll send asset to the campsite at trenchford and wildwood  quickly identify the empty or i can clear people from them then the the equation but my main worry is around the urban areas where there's lots of people over,Rescue words
charlie turtle course we can form a line across the northern edge of worthington that worked at that that should work there other,Situation Awareness
this is alpha i've moved my truck away from there now but i think it's hit the border and newton  already over,Situation Awareness
alpha unit direct to the hospital in ashley direct the hospital in ashley,Situation Awareness
this is friday i can confirm that there are no individuals and underwood over,Situation Awareness
have a fire engine positioned at the zulu 312 the west of newforest to charville we have 456 in a row on that after all my fire truck million position on the on the top left corner around 11/2 or like i see fire to the western forest products,Situation Awareness
charlie on your head be it i need to reference over,Communications
alpha i will check woodside greenhill and a campsite in wychwood is it worth me then checking population in lowtown|1are we just taking that is giving out and maybe blackhill oh yes,Situation Awareness
this is i will be buying it just try out for a think you're talking yeah i know i got it found two houses in newton  the one that is 32 a l and 33 aj haven't checked yet though,Action words
confirm cleansing water and then moving up to try and form a break for oldtown,Fire words
bravo you got 7 if so recommend you move west between the fuel the waterpoint and us,Fire words
bravo mine is so just the red squirrels live in firwood and there are endangered,Intel (from newspapers)
bravo6 towards astley other but suggest sorry wrong i suggest we continue making sure to find it went to holvern is epping guardian epping and moving to it now i'll from using an engine north pass it's on the,Action words
yeah i'll try and stop it with six music ross 203 and then 5 and 4 and 5 try and stop it heading but the south of fire is on the campsite with 104 personnel should the fire make it to wildwood  understood can you move your eight up to obd2 screen north of wildwood  mine moving towards castlethill i think we got that contain out once we get this southern aspect of the fire dealt with active 345 lent start looking towards north but currently no sign of fire in and other looks like we're pushing it now to the westside wildwood  for hanley as well i didn't finish clearing hanley that india 39 has 1 pax india 38 and juliet 39 were clear and the church was clear 7 to refill is that going to stop me from being able to protect those people travelled esterly you should have dealt with that fire now so you can release 7 to refuel other one and two to refill can you move 8 to screen the fire to the west cast it's gone out i think that we've got a grip of this fire in the southwest we push up to the northeast look at the progressing over,Reasoning words
charlie what locations were they with the people so i went to the castlehill hospital and i went to the castleton police station and there were no people in there rather to,Situation Awareness
so y13 should be able to be dealt with 45 and 6 british deployed in all reality mind to have 11 hour to east the concern will still be charville with the number of my unit 1 and 3 you know fuel and are moving out grave might be worth refilling your water bowsers now we got a spare moment ever,Situation Awareness
alpha delta 28 over,Communications
y vehicles to breydon to pick up people and a fire engines dancer the bigger towns to scout and see if people are there,Situation Awareness
empty,Other
your fire-engine one doesn't have any water in it so i bleed my units the house you're cover,Fire words
charlie i have a steel manufacturer's conference also it says in interact bookshops and pick that one of three locations newforest single hot oldtown industrial area or charville industrial area,Intel (from newspapers)
charlie two teams just 4sa the people load speed of these evacuating trucks is 15 that's 15 a current rate it would take twice the length of this scenario for me to evacuate wildwood  over,Rescue words
this is charlie struggling to see you how the fire is going i think it's going very suddenly almost southeast trenchwood  can you confirm that someone checked the 20 attending it's empty over,Situation Awareness
charlie acknowledged i'll try and breydon cheap titles,Action words
after all breyden has less than 10 people in total in the location private school denston has three people in the southern large building should i send was there fire trucks south to the instant the most heavily populated southeast which will be going from c332 that that the priority over,Rescue words
this is charlie i've almost finished about closing braid and that should be fine if you had any people and if not can we focus efforts on ashley and holvern never i checked epping and i couldn't find any people but i'm going to do a quick sweep again while my engines nearby thank you i just really i didn't get a chance to speak of asking all events have anyi s heading up aaron good start having a look around that would be amazing thank you favour i can confirm that werrington i have not found a single person yet wedding aston hall event at the top wellingtons not going to be in the line of fire from the next one the next two fires are probably going to  shoot it epping which breyden which is about to be evacuated astley and worthington which are unconfirmed ever i will be back in it's up to holvern and ask me over,Rescue words
90 people in thetford so far is the fan no one in brightwood and it just started like you're in thetford and,Rescue words
alpha foxtrot 7 and in samoa holbeach the west holbeechwood be fine now on the 7th i'll from moving units now along six east trying to stop the fire hitting holvern moving on that may be the,Action words
alpha repositioning down towards blackhill,Communications
bravo and myself can't split the northern and southern part of map between us however my preference would be to send a what is the highest density of buildings to clear because one vehicle in thetfordwood there's no one in there and i've saved might i meant having to go there that make sense for me to check the builder yes i'm sensible ard to thetfordwood camp worthington then and ok thank you at least that one can of house on its own holbeechwood i can try and pick that one up when i do the others who's doing worthington me if you come across the other fire or squares just fall out that grid and then we can use the wind directions timework out where the deleted file will be in relation to that point yet happy campsite in thetford would one person,Action words
charlie as i probably can you help me check for woodside to check people seeing as we're sat in the middle and i use unit in to woodside check the southern part of which side,Rescue words
this is alpha so when castleton comes up when we start our go to castleton with zoo castleton and castle hill to engines and i might send another one down to see if there's a lot of people there you're planning time is now over,Situation Awareness
bravo hood top 1 companies going to try and block it sometime get the particles south rather than west tried to take the campsite 6202z camp the woods 72 refill water callsigns fire completely engulfed trench would a movie both winterfold and beaconhill over,Situation Awareness
considering the greenhills he larger population centre i think we should move a firetrucks at 3:45 to block x-ray and then team one that is one and two to block yankee,Situation Awareness
charlie the team by it's too and wish to scout may be slightly north and west of denston of,Situation Awareness
alpha it's also worth tracking that langdale has settlements in as well as the campsites in breydon thetfordwood is worthycopse has got a building as well i'm going to start in the middle of breydon to vehicles getting rid of all the people that are in also send a vehicle to denston to have a look at breydon and denston can you to workout plan to get around the other places area of is it worth,Situation Awareness
alpha i'll i'll send one set epping and thetford and the wood as wellmy3 vehicles and so that's basically broken down to 3 hours ok who's,Situation Awareness
charlie copy evacuating personnels from completing the rest of the search in that area epping has a couple of people moment i'm selling one minute to pay them to start looking round there and my one unit is had to take the dog out when you see if i'll let us know where you want me please please all channels are,Rescue words
roger replens then i guess so yes i remove the central to replay centre and be prepared for whatever comes next question what is the max capacity fire-truck because i'm on 40/40 note that the wind direction has changed for now running west to east so left to right top left hand for foxtrot 11 as x-ray and bottom right fire at x-ray 30 as yankee,Situation Awareness
charlie notice just finishing at the right count on swanton is looking clear at this point over,Situation Awareness
uno,Other
charlie can you move nine down to blackhill to start looking in there please yes i suggest we we send some people towards black he'll just in case that fire heads to the southeast or weekend at centre play,Reasoning words
roger that we'll be there that because much then we're going to get a refill with 8 8 moving castlehill 6 is out need to replen after you able to move a,Fire words
this is this is alpha yet that works for me,Communications
y vehicles to malton and beaconhill is the most population have you got life building and i'll send my fire just north to winterfold  and then on to transferred to the campsite over,Situation Awareness
can you repeat sorry,Other
charlie copy and channels are moving in units 5 years 5 into sport that i'm moving when you get up to date as well of course i'm,Communications
you can do 4 and 5 just to finish off the fire in the hospital for about 6 come down yet too late,Situation Awareness
charlie is there fire to the south of your fire and insect the west over,Communications
astley holvern and the one breydon building at aj14 if people could check the large first and then all the surrounding little ones ideally could you get the one building in where the cops as well please and other can you get the one that's in brightwood as well i could probably cover,Situation Awareness
roger all this money for the pine quickly to the north west of beacon hill centre just to the southeast,Communications
actually red squirrels had been sort of repopulating scotland and northern england nowadays balfour not anymore with,Intel (from newspapers)
charlie i am a k40 and very long water vehicle is at a gu35 request one unit backup near p20 contact with castleton to all fires make contact with charville as3200 location now,Fire words
this is alpha the only other house with people in in the epping is is f22 restaurant confirm is,Situation Awareness
bravo's,Communications
bravo can you move your lima 7 to the northern tip of wild whatever leaving now ok now have a blaze to the north of trenchwood one unit up beginning with it now tv move to between wildwood  and castlehill just give us eyes on now see you in a bit romeo 10 already there ever  that's taking rapidly i'm going to move foxtrot 6 straight onto the campsite of it northern edge of trenchwood is now ablaze already extracted all civilians focus winterfold over,Situation Awareness
this is bravo community six down to the south east,Intel (from newspapers)
coming towards newton,Situation Awareness
bravo ap24 the wind warheads mountain to protect the large buildings are but i'll send you recover,Situation Awareness
this is bravo i'm going to send one water tanker further my water tank up to hide the new forest in front of newtown by the campsite position my fire engine just outside the charville,Situation Awareness
bravo is,Communications
charlie confirm my firetrucks put a fire in the big buildings at,Situation Awareness
alpha the refuelling is great north way great north of the centre of fuelling point at uniform 29 already vehicles are now and two pax at the bust and moving to the eastern side of woodside town in the middle private all it appears fire lowtown has spent itself out but i can't see directly to the west after all west of those to be clear as well after all heading up to the centre of the map no to the wind change has happened now is now blowing west all i will send assets to newton to newton,Rescue words
charlie 3 and20,Communications
alpha november 40,Communications
this is alpha at the farmers started near the new forest as well to the west of the new forest we've got a westerly wind so it's going to eastwood i think we set off the light behind the new forest for down in newton shall we get a truck down there to save my hip fire has hit the forest in fernwood living quickly as well,Reasoning words
fire is heading towards and breydon hat thing but will be out of water soon it's in the echo 23/4 bring it bounce to you to create a dog leg around holvern so i believe holvern is now secure put out fire and burnt grand splendid other two,Situation Awareness
bravo team uk news that's driving firwoods lush habitatfr by news report is talking about a community hospital that is being maintained in the lowtown in the southwest but nothing nothing like that,Situation Awareness
arc that needs to be nearer to the fence i can't extract that when people over,Rescue words
roger are you expecting people from the police station over,Rescue words
roger copied over,Communications
charlie thank you also check denston close closest to worthington could i ask this size of ask your dad to buy anywhere that has got people if you let me know numbers and location and i make a note on my map so i know where to head to friend on fire,Action words
charlie to team if any units of holbeechwood it be ok if i scouted breyden for possible civilian sings that's quite central anyway i would seem i'm headed to denston actually worthington so,Situation Awareness
charlie confirmed thank you should be able to evacuate all if not most of them over,Communications
this is charlie with currently blown up and canine is,Communications
charlie i can't remember you that i've managed to keep far away from the church,Communications
charlie thanks for the update to,Communications
charlie identify worthington over,Situation Awareness
roger that you got one towards forward and one that's good newton oldtown think i can clear out with side i'm going to check travel between to split assets during the 2/4 signs have sent to firetrucks to bearwood sorry,Situation Awareness
charlie do you need any support in malton with the rescuing people in my browser should be ok over,Situation Awareness
this is charlie did you check v5 houses to the right my underwood over,Situation Awareness
alpha fire now,Communications
the hospital at castlehill just in case over,Situation Awareness
"i've ordered i've now got the campsite ablaze in trenchwood  trenchwood  this can you move your the 7 to golf 36, 3 now that's trenchwood lost focusing as it's now to the north of winterfold other fire as predicted the fire is now coming from the southwestern edge of trenchwood into winterfold now other move lima 7 west one good square over",Situation Awareness
charlie received other,Communications
i'll fronted if i have a guess i reckon that is going to be in the vicinity of a 831 a raffle that's where things going to be one person f18 at one person of the one person at t 19wychwood is empty anywhere in a hospital in lowtown  over,Situation Awareness
charlie just repeated 100 people up in the top corner,Rescue words
this is bravo at fire-truck is heading for z27 at the minute but can bring it to you,Communications
bravo copied send it both fighting music vehicle for on top of it over,Intel (from newspapers)
this is bravo yes i found 27/32 and 13 and a big building so far i'm checking the final one now,Situation Awareness
s are all course answers,Other
bravo i'll be going down to worthington who's heading up breeding a turkey breydon and then either pay more tempting to tell him which direction wind blows,Situation Awareness
roger and tracking the f 1 and 3 are running low once i filled up in the central point of send that bowser to your location to the fast burning ones just be aware of it i'm going to ignore the forest and head to newton,Reasoning words
this is bravo fire-truck kevin is running out of water and so is going to the middle to refill fire-truck he still has some water left,Fire words
this is alpha i haven't been able to find any other houses with people in as i find the ones i've already giving you say,Action words
the other large building and castlehill,Situation Awareness
bravo to,Communications
this is bravo my intentions want to fires finish malton which looks like 1 house away from doing i will move down to support underwear over,Situation Awareness
i'm happy to cover,Communications
this is how far it looks like the fire down here is it's getting smaller i would suggest probably filling up water now over,Fire words
this is alpha is that castleton could be either but castleton police station is closer to where the wrongful arrest happened you have a point so should we do some to just find out where the people are called then we can infer where these things actually happening i think that's a good shout ok,Reasoning words
charlie repeat which areas you are going to search it is,Communications
charlie yeah that sounds good to me over,Communications
this is alpha can you confirm that the site and newforest has been emptied over,Situation Awareness
this is charlie where's the nearest fire-truck for that sorry the water refilling for around newforest campsite it is currently in z30 can move,Situation Awareness
charlie to all mine is about a steel manufacturers conference so by the large buildings i'd like to scope out charville and oldtown with the hospitals it would be worth scoping out lowtown  and greenhill in terms of population you can check greenhill in oldtown when the serie a tots download lowtown  esterly and westhill and i will check charville it could be because obviously that's enough forward so maybe there is a link to where i find me start,Action words
bravo is average i'm going to move mine to the central water point anyway so i got time just so we can ensure maximum water ever ignited at j24 lady 7 in 2 minutes will be ignited at j24 and ad7 2-minutes wins now directly north to south a risk of hanley castle and swanton abbott recommend i moved you're blocking position of castlehill,Fire words
bravo between breyden and thetford would please leave actuation trucks then let me know at the moment they're perceiving to langdalewood,Situation Awareness
at all no pax at the church or swanton hospital no pax hanley church wanting hospital alcohol can vehicle 10 very quickly look at the police station i didn't catch the numbers over,Situation Awareness
alpha fire is fast approaching malton i'm trying to block the wind speeds 50% higher than it was will move quicker might be worth just creating a bloc close to the town earlier and move rescue vehicle 9 to act as leaving it west over,Action words
charlie start moving six in that direction over,Communications
there so yeah i think focusing attentions on thetford would be is,Situation Awareness
roger and worthington thetford town and free to brightwood and then i'll move them it towards langdalewood vehicles on route to my three locations,Situation Awareness
alpha checkout building east of the isolated went to the fire just to see if there's anyone in that cheryl do it next rescue vehicles available for those few people and breydon,Situation Awareness
received,Other
charlie also the wind directions change its heading towards east,Situation Awareness
this is alpha could we either check the heavily populated areas in charville or get it to greenhill cos i know there's 112 people in the hospital on fire at,Situation Awareness
this is charlie and my firetrucks now for se10 not was a fire,Communications
charlie f1 and to low water levels could do how far i will send my units towards my 30 and wind moving in the east direction so wards oldtown lowtown,Fire words
this is bravo my article is talking about a wrongful arrest of someone who was walking from their home in to a store in swanton and then they were arrested and taken into custody castleton and the incident has sparked outrage among civil rights leaders and members of the local community so potential of people in these towns and potentially busy locations that we need,Situation Awareness
wildwood  what's people's locations in wildwood  so i can position watery for vehicle,Fire words
so we've lost one person getting but i'm on the other house until the fire burns out and i'll move towards thetford i'll give you night on from the the fire of itthis is going to be in kg 12 and i'll have a fat spread out outside of that,Situation Awareness
charlie u25,Communications
business,Other
charlie i suggest we abandon the motor and fine i do not think there's anyone else in danger up there and move all units i think castleton is pretty much gone but if we look checked winterfold and beaconhill i think there's the next to inline over,Reasoning words
charlie city the church still looking good as point is coming in holbeechwood open the remains of team set a fire-engine on it she's fine fire-engines 4 and 5 out of water requesting back of the church at holvern asap so does not have any more water that yes,Situation Awareness
alpha wind direction is currently moving in from the west and angel looks like it could be densely populated over,Reasoning words
yet put me in the southwest area can we have a water carrier please at juliet 20 from may 28th to juliet 2003 romeo confirm,Fire words
charlie continuing rescue effort north of the map rather to,Communications
charlie tuna said that direction how fast found one person oldtownmill building with 27 people in charville,Situation Awareness
i'll put it all should be confirmed visa greenhill place english over,Situation Awareness
alpha echo in alford golf 6 astley still a high population centres something that going to get hit by this as well as total of 5 personnel in whether we need to change tack and focus on the other fire if i leave my browser here protecting 108 people do we need tothe other fire i'll keep eyes on that fire with my safety vehicle riding is now completely clear browsing completely clear so it just epping that we need to concern about i'll take over,Rescue words
charlie i'm just looking at the wider picture here we seen half the population in holvern and then a lot of empty cities and i want to leave me to assume that they might be another population centre somewhere i'm going to go to epic with one of my firetrucks,Situation Awareness
roger all i'm sending unit 4 and 5 to 2 squares to the west of to deal with that rip-off other alright i'll take the northwest fire around f11,Communications
charlie worthington is actually pretty empty doesn't seem to be spending anymore holvern ashley at risk is now coming at 6:55 from the south so we need to protect the corner northern is north of those so holbeechwood and  i think we set up a line of defence just to the south of holbeechwood yeah that stuff that makes sense to stop it spreading through the woods into hold on leeds festival my baby do we have an idea of what a population of holding is alright one vehicle going to hold at the moment do not know how many people in there,Situation Awareness
bravo canadian echo report that there is going to be a royal visit suggested could be prince william or kate middleton and it's part of the royal businesses and community during their canada visit tour of a shopping centre at a visit significant boost as local shopping centre was been struggling due to declining football local businesses hoping it works large crowds to the centre to help with vitalized economy there is no name of where the shopping centre actually is my local team football success in vicinity of breydon which is right but that's that all the relevant information there is just successful and,Intel (from newspapers)
this is bravo do you want me to start moving my units towards underwood over,Situation Awareness
bravo's herself a move to india 38ml so far firefighting effective around the and eastern edge winterfold cover,Situation Awareness
bravo i do not know about the numbers in newton  who checked it oh yeah i've checked it and i just i just found those to the f25 is on route to oldtown it down it was just two people in one of the buildings in oldtown,Action words
charlie trenchwood  campsite is empty castlehill so is empty over,Situation Awareness
charlie looks like to look at both my in its and both water is michael,Fire words
charlie is it worth you also looking at worthington just because they're closer and then we thetford epping and astley holvern was going to suggest giving the location of the safe so if i break for you close to thetford and breydon is it worth and,Reasoning words
charlie to see me at 9 to turn himself to brenda now to rescue team37 people located in thetford woods campsite request firefighting support,Action words
alpha what was the grid for the fire deptford 35 and 16 fires little building just be isolated one southeast of beechwood fire started so yeah lol line back to my units i'm going to  might not get there when i said i said back to me just north one about the fires in ashtead in the south of brightwood as well,Situation Awareness
this is alpha yeah i will meet you at ka30 confirmed,Communications
100 people so i recommend maybe doing you bear i know it's not like the original plan that i think it's such a like concentrated number of people and it's right next to a rescue so i think it might be good to get out the way,Reasoning words
bravo where is the nearest water to trenchwood,Situation Awareness
charlie what locations were they with the people so i went to the castlehill hospital and i went to the castleton police station and there were no people in there rather to,Rescue words
charlie copy turn for myself silver honda civic stolen from castlehill a lot of the time of theft no further until to report letter c a silver on the out and about i think it's wilder wouldn't guess,Intel (from newspapers)
y vehicles to breydon to pick up people and a fire engines dancer the bigger towns to scout and see if people are there,Rescue words
alpha what's the have you got monday august 14th as well as your date a music that's what's going on hazeycopse music i do not know where that be on the map it's just usa today and your papers today so i haven't got can't see any specific locations on the map just a good lineup so how you so have loads of of people staying in buildings who's got the prisoners escape to something like that so it's a room full of rest they are responding to a report of a robbery in swanton and peace officers arrested and then take me to custody at castleton has been an outrage wants to civil right leaders and the calling for an investigation also there's going to be a police open day event on that day i miss you,Situation Awareness
this is bravo i'm sending one of the water tanks to fill up so there's only one water tank near greenhill single dropped behind the fire in trying to get out of it in greenhill yeah copy the same as i've got more fires on the way we seem to have a no on the screen saying just finished english but i'm still showing red square i think why 30 is quite a dangerous by because it will go through the forest into oldtown and new town and,Reasoning words
exercises output is anything in lowtown,Situation Awareness
this is charlie off the could you put your number to fire-engine onto a n3060 that's the only settlements i'm not going to be able to evacuate i haven't got the space otherwise can we move everything up to china over,Communications
this is no people in hospital in lowtown  112 hospital in greenhill,Situation Awareness
100 people so i recommend maybe doing you bear i know it's not like the original plan that i think it's such a like concentrated number of people and it's right next to a rescue so i think it might be good to get out the way,Rescue words
this is bravo so that put slow down and green munster most at risk,Communications
charlie confirmation of number of occupants in underwood joyce,Situation Awareness
oldtown,Situation Awareness
this is charlie noted thank you,Communications
charlie i'm not too fussed about customer just got one more building to check but i think i've cleared it over,Reasoning words
other is,Other
y vehicle to the church inn brading to check the people there i think i should move my alicia couple of my fire engines to braydon to the of with the wind coming from that direction the north northwest corner,Reasoning words
bravo all the fire started in a 27 units on site,Communications
this is nothing to do with the tops and over,Communications
movie now,Other
agreed to create a baseline vibrate here we can see one and three of your three units on to something like 25,Other
this is alpha so when castleton comes up when we start our go to castleton with zoo castleton and castle hill to engines and i might send another one down to see if there's a lot of people there you're planning time is now over,Rescue words
y vehicle to the church inn brading to check the people there i think i should move my alicia couple of my fire engines to braydon to the of with the wind coming from that direction the north northwest corner,Rescue words
alpha it's also worth tracking that langdale has settlements in as well as the campsites in breydon thetfordwood is worthycopse has got a building as well i'm going to start in the middle of breydon to vehicles getting rid of all the people that are in also send a vehicle to denston to have a look at breydon and denston can you to workout plan to get around the other places area of is it worth,Rescue words
half of 2 about the three oldtown but they checked all they empty drive it all in the three buildings the easterly and westerly building  have one person each and the central building society western building a long has a person in it take them to newtown even though they want to go over,Action words
b,Other
charlie has denston been checked just finished checking denston there are 6/8 people over,Action words
the north of wildwood  i heading south might already be too late but the fire in busy at wildwood  could get could possibly do with your firetrucks question mark one down to deal with it,Situation Awareness
show to keep a note as well just in case you quickly copy,Communications
charlie if you can do that in lowtown  and just ping me the grids of where the main population is they will be the hospital at least then we know whether we need to decide or not just thinking further on my news article that shows if the fire is in the proximity of forward whether there's a large numbers of people are looking at squirrels but i suspect we have that one of the plan beat my location,Situation Awareness
bravo recommend unit_6 down to central water points for refill and then support,Fire words
alpha yeah you got to stop the spread and wildwood  is finished underwood so intimate short that fire 22 doesn't need to go south west probably be worth having another engine of a 46 go south to beaconhill upper my engine 2 is out of water i'm going to do a real planet centre but winter is probably lost in the park and continue with yourself and when to winterfold was cleared by my battery's going to stop moving towards liquid between winterhold and liquid do we know if there any units in castleton with us personal in that need protecting where my 9 and 10 white are i haven't checked those buildings but otherwise everything else been checked so you can check the once you're a double fine just checking that the fire's gone out and around winterfold understood malton hasn't been cleared and has a significant about people in it so make sure that doesn't spread up there or not just leaving record screen for now it looks like the fire around beaconhill let burn herself out understood log in to the centre of the map whilst you can do that record to the northwest,Action words
roger i actually think in charville in that all the time with we're going to have the fire on second might want to switch focus to woodside ever where's woodside sorry centre of the map project yankee in vicinity of all time is now extinguished i'm moving forward32 woodside to see if i can extinguish way of a fire is there at now moving 45 firetrucks and bowser 8 ward woodside why do evacuation truck sorry that loading or unloading,Situation Awareness
yes i will do that now,Other
alpha echo ii by to the south of heaven looks clear over,Reasoning words
charlie 108 people at the leisure centre in holvern very much just to confirm so the majority of people are in thetford and holvern,Situation Awareness
charlie act 4 move based factory shops to beaconhill but i don't envisage getting there in good time with her,Situation Awareness
charlie ryan ack find anyone in brightwood unless something to change,Action words
you have 3 minutes to further plan your approach with the snowy map and newspaper intelligence report available we have two alternative campsites are we happy for me to go to wild and the other assets go to trenchwood  over,Situation Awareness
and i will keep my tank is on standby to you where we need them on the way to travel and the wychwood over,Communications
bravo just a suggestion maybe teams 2 and 3 to the linkwood castlehill underwent area and team to castleton to record areas osprey talon 22 teams for this scenario team one being firetrucks 1 2 and 6,Reasoning words
this is alpha can we have a water at,Fire words
charlie keep an eye on black as well just in case the wind changed direction,Situation Awareness
charlie can you can conduct clearance of swanton please with your a call sign probably,Situation Awareness
this is alpha the only other house with people in in the epping is is f22 restaurant confirm is,Rescue words
roger on route now rescue loading people available,Rescue words
after all fire was contained when i left for those who require water there is water at november 31 that's november 31 second water truck with uniform 2026 the map of central station and full with water after all just checking west to esterlyto make sure there's nothing has come that way as well after i am now seeing fires it has read reached the middle of low town and going west rubber door copy tab load empty has been confirmed i wouldn't trust me over,Action words
my head southeast into swanton son looking at that creates want to know over,Situation Awareness
private all that really hear the fire over,Communications
roger on it  ok now,Communications
this is alpha my first my first port of call would probably be to check the three major towns with big buildings over,Action words
charlie based on the hospitals we've got greenhill on lowtown  which we should put the record numbers on and charville and oldtown for the conference areas as a priority if you agree absolutely agree with that do you want me to take so is,Situation Awareness
roger callsigns in it now campsite cleared 45 go north confirm location you want foxtrot 6 to,Communications
charlie far as we reached a trenchwood as well i'm going to position outside beaconhill created are trying to create a while underneath wildwood i'm sending water tank 7 to get refilled so i'm sending unit 5 up towards speaking help i'm moving a water chucked was your position because your truck so low and water is that number 8 you're moving along yeah i'm leaving it to p35,Situation Awareness
this is bravo i think the castle hill castleton fire i can't get my dinner setting there now,Situation Awareness
charlie at anecdote of my article is about a wrongful arrest which seems to have caused some sort of local outrage but it's listening a number of ok so the individuals that were arrested were or him hanley and swanton and they are now in custody in castleton so potentially i do not know risk of demos in castleton but nothing really that conclusive in the article,Situation Awareness
this is charlie filling up in the state of play with the fire is it looks closed at or burnt that direction,Reasoning words
this is bravo a boat water tanks refilled and heading back out into the fire to support,Action words
charlie receives i'm focusing rescue on that bit at the moment just because there's more people there team reshaping fire towards langdalewood use the birch trees shall we align along the column half yep great idea,Rescue words
charlie remember since there's only one campsite always but one engine on it stop the fire rather than actually said the people from it out,Rescue words
there just three i need to check please can you confirm that the one that i've got my 10 on is one of the ones that you've had that has got people in over,Action words
charlie recommend moving all firetrucks and assets back into the centre - the rescue trucks which recommend moving to facilities holvern to anticipate evacuate chorley common ashley is sparsely populated i've got three people i've collected them and i'll take them back to holvern over,Situation Awareness
charlie with the fire heading towards denston and it was no personal in it do you require water vehicle copy that do not require the five fighting vehicle for now up to uniform 21 and take a refill of water have one person i just thought information if you need i can let you know which ones,Situation Awareness
bravo and my units 1 and 3 out with no water,Fire words
alpha is,Communications
charlie team unit 9able to move somewhere else to rescue people alford steam worried about threat to worthington moving 5-minutes down,Situation Awareness
this is alpha the other town that looks like it could be in danger is malton have you got an update on that this charley just checking it that one person they're not loading,Action words
alpha firwood now on fire squirrels at risk golf the fire is now in newton  town other i'm going to have to move and re-orientate towards charville ever,Intel (from newspapers)
alpha however under near declaration of charville didn't get any people out need to keep away from those main buildings at this traffic on the water tank be moved to the further up yeah,Fire words
charlie survey the extent of the fire it seems to be on north to south down the x-ray block to hold at the moment i'll confirm just checking gradient force is probably looking for all so please can you move12 the south astley high rise building at thetford,Action words
charlie once you've checked in westhill are you going to move one of your rescue vehicles down to lowtown  in the event of there's a lot yes once informs me of how many people in that location i'll leave it to secure it in case of a fire because anything more than 10 i won't be able to evacuate anyway otherwise i will look at western esterly in oldtown to start off with other,Situation Awareness
bravo i'm going to check worthington denston and breydon,Action words
charlie thetford rescue has a loading head and back there rescue secondary gina is unloading and no head down to worthington unless you'd like me to denston in again this i think denston is burnt out so worthington the next stop,Reasoning words
this is currently can't find any greenhill think we may have contained it but if everyone could keep searching round and i am in a h 15 and there is no fire in my little square around that it is play i'm a v8 and there's no fire around there i'm also around the grey rescue point there's no flies i can see they're either,Reasoning words
just look at sunwood,Situation Awareness
alpha kilo 7/2,Communications
