Sentence,Label
i'm currently in the process of checking website so i'll say if you could continue meeting up to that,Action words
bravo i wouldn't say just keep an eye on the large building so beaconhill and knowlton as in the past5 + personality you now have 3 minutes to further plan your approach with the scenario map and newspaper intelligent reports available festival to check the tent campsite of all the words i think me that's a privacy but not many other thoughts i will send the units to transfer i'm and beacon help and winterfold i'll try and cover,Action words
this is alpha the fire started his,Fire words
this is bravo thank you for the update i've got firetrucks 405 fighting a fire in astley,Fire words
charlie please move unit_6 into granville and support fighting their uniform,Action words
roger that and,Communications
bravo my fire-unit 1 is now reloaded her that i some moved to your unit or rather i'm going to focus northwest of the in,Fire words
alpha what do you think yeah i agree i think we can try and push the fire to the side of the residential the heavy ones then we can rescue the people from the last ones and if it gets out of control we can sacrifice of songs we got the people out of his,Rescue words
bravo please wards as tend to,Communications
this is alpha what were he said would be busy again i've completely forgotten that,Communications
charlie 2tb advice police station at malton has 106 occupants i will station are you at 6 on the police station for the foreseeable,Buildings
probably moving to the water signs in the south-west,Fire words
i was going to say one upgrade hill and the other is asus in round woodside would,Woods
charlie when i confirmed the everybody apart from the police station is evacuated so we could just take one now and then focus on the castleton fire otherwise over,Fire words
there in the centre tide,Other
charlie the fire will make it into beaconhill on firefighting solo about to run out of water and it's my,Fire words
charlie i'm currently on loading up in the thetford where do we see me today and refuge on his head epping and down to breydon to ready up somewhere or head up towards hover,Named Locations
i've got firetrucks in liquid and castlehill area firetrucks one and to move into the location around the p20 area my third after is heading towards a case 39 kg castleton over,Directions
alpha assets are all the line and as his fire at 6 and the water truck over,Fire words
rubber yeah that would be the case,Other
this is alpha there are 35 houses with people ranging from 1 to 3 people per house do you want to coordinates which location over,Rescue words
copy to rest arrived in the northwest corner of newton,Communications
the population density of denston at the moment over,Named Locations
esterly clear confirmed is 26 people on romeo 13 wrong romeo 30 tango for 13 people can go for 13 people you got to remain application for can we get bowser of 7up near charville please go to 32 personnel recommend i remain on tango to,Rescue words
for the moment at,Other
alpha news clipping is all about a local football team gives no information on where people are are any risk to fire over,Rescue words
roger in which case i pretty sure that's that's that nicked other agree bowser on kg 10 if needed denston i've got a vehicle in worthington commencing search there other app with my other vehicle and remove to brydon and continue my clearance there where we setting up for the second fire i think if we screened the inside of worthington then hopefully the final continue to go down to the bottom corner and burn itself out confirm eastside westside worthington we want to check to make sure check in the hospital and the large building in worthington probably roughly want to be sitting so from ad eastward's all of those buildings are clear in worthington ok will let that case let's go to worthington so clear the hospital now i'm going to keep engines two and three in the centre because i think the fire if it's not hit lights out i'm going to move engine north of denston sort of south of holbeechwood i  would recommend once we've cleared that worthycopse all vehicles stay in the vicinity of breyden epping and holvern eastern side of the map is not now going to clear the green engine to you i've seen burnt out fire to the east of breydon screen 28i,Action words
bravo move the water truck 8 up into the city of castleton over,Fire words
castlehill looking for question is burnt out how is everyone died in the house if there's anyone over,Communications
check-in houses over,Action words
alpha do you need any support on the left why does a fire or are you all good,Action words
alpha thank you for callsigns to the house so that would is empty and i think i've nearly cleared epping over,Reasoning words
this is charlie i'm taking my second one to unload people for registration,Rescue words
this is bravo there are two people at a d20the says,Rescue words
this is alpha my fire-truck in the new for out of water where's the nearest pick-up,Fire words
this is charlie i'm infected and starting to like people i run out of water near denston is your water truck able to come down,Rescue words
bravo's team suggest would remove unit logistics unit 82 location in fire-extinguisher on the high-rise buildings 90 telescope the houses north,Reasoning words
charlie big international conference going on so oldtown and charville are probably two occasions for hosting that over,Intel (from newspapers)
alpha i'm already there so i will move my engine back momentarily ok i've got a fire-engines on gt2 and on of a diva fire asda why the fire is currently yes as by the fire is currently at 20 and 0 to 27,Fire words
keep it on westhill that,Hills and Forests
your,Other
alpha firwood now on fire squirrels at risk golf the fire is now in newton  town other i'm going to have to move and re-orientate towards charville ever,Fire words
roger having difficulty controlling the fire is approaches castleton perimeter building now on fire can you move your 7720 on route now a fire fighting in castleton ineffective where would you like me to come now i would just put your firetrucks on to the buildings that haven't left yet so they put them out as the pie hits and then we'll adjust from there probably to underwood,Fire words
bravo as far as i can tell them downward the fire is has turned away from land out would you want fire-truck 6 then and i'll be done that i redirect the trucks is anybody out of the liver thetford or the campsite in thetfordwood over,Fire words
charlie the renewal personnel in the large building in castlehill 104 personnel that is golf r32ignited at grid references p20 and a case 39 in 3 minutes repeat will be ignited at grid references p20 and ak 39 in 3 minutes at all costs as a,Buildings
this is alpha i think just a bit down the bottom but i managed to get my firetrucks here now so i just see how it goes over,Reasoning words
y people and all be between castlehill and wildwood  over,Rescue words
at 4 send one of your water bottles into winter for than the other two hands otherwise we send both your vehicles to hand in swanton then we haven't got a decent and have balance of what about is over,Fire words
this is a negative,Other
charlie fire-unit report to fire to the south west of holbeechwood an inter holbeechwood primary puppies that,Fire words
charlie's siri i do not think it's possible to get back i will have to use the firewall at this point at 6 north along with along with that one team fight fire at holbeechwood is holvern is no point,Reasoning words
alpha delta you over,Communications
unit_3,Other
roger standing there now talking fire now in the southeast with my call santa looks like the fire just west of winterfold is going north west towards malton never project winter change southeast to northwest from southeast to northwest over,Reasoning words
this is charlie starts going to put lowtown  and greenhill in direct range cook for me to leave completely empty and lowtown|1is evacuated so if we focus on greenhill,Hills and Forests
roger at taken can i have another asset down to fight the fire as well please reserve in canvas bond,Fire words
bravo looks like that breyden might be at risk over,Reasoning words
bravo to all sending logistics unit 8 to refill with water currently empty,Fire words
charlie and then in the general area of the shell coats and hollywood i'll be putting my logistics vehicles one on winterfold and one just above swanton,Woods
charlie i do not think there's anyone in breydon loads of people in holding their units to the wholbeechwood,Rescue words
alpha leave your units letter refuel,Communications
alpha echo over,Communications
this is where can i ask do we have we know how many people are in denston,Rescue words
charlie agreed ever also sweet my two of castlehill swanton large building seem to be empty also ears and dry what word has 104 people at the campsite over,Rescue words
this is bravo i'll be able to confirm in a minute but i was sending 5 and 8 lb to swanton try to block it coming in from the west please,Action words
this is out for the fire is now hit woodside in the top left corner is fast approaching travel,Fire words
bravo swanton do we have another water asset down by castleton over,Fire words
this is bravo it looking at the locations of firetrucks to 3 and 5 would recommend they stay and that continue having easter little bit as everyone agrees with that,Directions
alpha i have no vision on the edge of the fire at this moment,Fire words
bravo we lost you may transmission there other free people in,Rescue words
bravo team just be aware the wood between phil and underwood is mixed of birch and pine yeah that thinks that they also seems to be like i've got a heavy population centre between the winterfold underwood castleton castlehill swanton and hanley areas in central bottom left hand side area at winterfold trenchwood  seem to be gathered with another white space in the rest of the map 1 other teams to remainder of the two teams i'm being firetrucks 1 2 and 6 team too big firetrucks 3:45,Reasoning words
rather one person,Other
this is charlie at swanton is near enough in look at and my second rescue hanley,Named Locations
bravo have you found anybody in trouble yet,Communications
lima or 140,Other
roger moving towards x 12/7 i need to refill a bit,Communications
charlie i'm just re-reading i have got a location it says at the c3 fire conference centre we do not know where that is do it,Directions
that's a good idea i move my fire-engine towards there now because i'm confirm if the hanley swanton fire is,Fire words
charlie team selling unit_6 underwood,Woods
alpha 060306 an,Communications
bravo and,Communications
this is charlie yeah i think muslims could definitely in the way vehicles up there now to hopefully evacuate that but depending there's two large buildings so may need firefighters for that but i'm hoping that i might be the whole thing before i get over,Reasoning words
we need to put in a block by the safe space where 9 is unloading i think they can't burn on that impression over,Reasoning words
this is charlie off the could you put your number to fire-engine onto a n3060 that's the only settlements i'm not going to be able to evacuate i haven't got the space otherwise can we move everything up to china over,Fire words
charlie identify worthington over,Named Locations
charlie has taken charville no longer need for backup fire is taken castle it's working his way towards wyre forest and underwood,Fire words
alpha to confirm callsigns,Communications
roger i will leave it there for now moving romeo 10 to,Communications
this is it has the 10 in newforest been checked as,Action words
bravo to all well it's quite so i think we had around 17 thetford about 101 pax at home is that correct thetford the big building in holvern in the church alone at home tonight over,Rescue words
alpha let us know which theatre up in that direction,Communications
roger that would be in with 5 x 5 other wind direction change from south east up to northwest,Buildings
bravo oldtown lodge buildings have a total 3 people within awesome 0 in the church at greenhill,Rescue words
charlie one on fire rabbit and western you forward to that good square now hold on that foxtrot six on that square now out,Fire words
this is bravo yeah i think that's a good shout so maybe going sending units to either one of those to have a look at population status,Reasoning words
alpha baseline down to the southeast of castleton firmware you want your at beaconhill start off with other i'll start in,Hills and Forests
bravo i'm trying to concentrate on the buildings to put them and it just looks really silly now for personnel hr leaving south,Action words
keeping arm look at the sunwood  rather than backhill,Woods
this is alpha can you confirm that you're happy to attend the fire at uniform 25/8,Fire words
charlie can you move a logistics and a rescue vehicle to malton and start looking at the buildings are,Buildings
this is currently if you can see it,Other
charlie just saying that i need to replen water and then we need to whatever kind of acyclovir,Fire words
allcallsigns fire centred around hotel 11ty to,Fire words
charlie i can't get back in about you if anyone else in enough time to have a,Communications
alpha insofar in costa now i've only found one or two people in castleton signs i'm taking the cameras being two units to support the south by southeast fire station,Rescue words
charlie facky personnel from large buildings in kilo 9 and 10 in thetford over,Buildings
this is how far you going to be able to evacuate that talent i'm,Other
just move around the fire and then we'll stop let it come into our baseline go brown and white clothes off the rest understood i'll continue sweep of woodside over,Fire words
this is charlie oldtown it had a hand charville seem to have the most people i can spy the conferences in westhill or easily,Rescue words
this is alpha whilst it references hospital it doesn't say that there's an event on or there's no reason to believe we'll be any more popular over,Buildings
i've got a news article about a steel manufacturers conference my location on the map so yeah,Directions
roger i'll take the cops as well take a langdale as well and epping if yeah epping and brightwood as well one building a holbeechwood office find a building with a significant number of people in just a bit immediately raised that so it's on a radar we can block on i'm at|1,Rescue words
charlie putting on my vehicle make sure the full up,Communications
90 people in thetford so far is the fan no one in brightwood and it just started like you're in thetford and,Rescue words
alpha you want to  go out to the extremities first and i'll put a rescue vehicle in the winterfell to check that area and then i'll send one down to wildwood  to campsite down the bug i can see i can't check but i'll send someone to,Action words
this is rather the water tanker 7 is currently going to talk resealing i will leave it in between hagley and want,Fire words
this is bravo could i take test in and worthington or astley and holvern and,Named Locations
bravo it looks like the fire between castleton and control not spread it any further towards underwood i'm moving fire-truck 3 between castleton and swanton to recce area make sure team i suggest ready to central water bowser location to replen on reset over,Action words
this is alpha can you move water truck 8 to,Fire words
charlie this,Communications
charlie note the wind coming in from the north blowing southerly to worry hanley the campsite at wildwood  return 100 something people in over,Rescue words
roger on deploying a team 12 whisky and c3 noting the wind direction is north west to south east that recommends team to is the lights to block the fire from game from zulu into denston managed to confirm that you're supporting team won or whisky with bowser 7 over,Action words
alpha recommend you block north of hanley and i'll leave my foxtrot six on the campsite about any private it's over,Named Locations
alpha i'll i'll send one set epping and thetford and the wood as wellmy3 vehicles and so that's basically broken down to 3 hours ok who's,Named Locations
alpha checkout building east of the isolated went to the fire just to see if there's anyone in that cheryl do it next rescue vehicles available for those few people and breydon,Rescue words
charlie looks like to look at both my in its and both water is michael,Reasoning words
other holvern is looking good got five still to the very north of ashley are currently no car to get to holvern that i can tell looks like it's going to bed out in astley of it,Reasoning words
i've sent truck lima 7 into that area which is now full resupplying liberate the residents in underwood moving to castleton to check over,Action words
empty over,Communications
bravo i forgot immediately but i think you've corrected in incorrect anticipation so to confirm firetrucks 4 and 5 will block the fire from making lowtown  buy yankee confirm yep,Reasoning words
alpha can you move your lima 72 echo wrong foxtrot 3977 is almost empty i'm going to send survivor,Communications
charlie two team i think i'll send one unit up to thetford it will be a rescue unit to unit start to head south to breydon given that the other locations could be dancing worthington but i won't reach this location,Reasoning words
alpha come from your it looks like you've got truck number_7 moving to,Reasoning words
this is bravo fire has started in a e16 and spreading very fast,Fire words
bravo tool unknown,Communications
roger what holvern please,Named Locations
this is charlie thank you bye,Communications
this is alpha is there anybody in the village of denston,Named Locations
this is great thank you will move it up towards the edge of the fire,Fire words
alpha ek016 is that all run straight and to hold the note has anybody done right words can say it's going to be there in a second but we do have 106 person holding church which is on the right path ever with an hour i'm going to send mine to the northern edge of holbeechwood make that the southern,Woods
bravo had minimal population,Communications
i was just seeing happy that is the fires nearby herbert again is everything it depends on the location of the fire and self-esteem i cannot my unit central until the location of the five identified but i'm happy to send them through unit standard then denston detect so pop,Directions
bravo confirm holvern church 108 persons team firewall west of raiden seems to be working what is questing water unit 10 it will probably ok ok,Fire words
this is bravo i won't be in for my engines up there now then you evacuated 6 persons in charville factory in charville yet just to give them to you there are individuals and every single house except for sse apart from in which as over,Named Locations
charlie good well done talk done,Communications
bravo just do not have north happy for it to head to woodside i think i'll see if i clear out over,Reasoning words
roger over,Communications
this is particularly strong feeling about this still still works have you got people and happy that it is it or is there any information about that advertising basically the hospital was saved by those efforts so there's the valleys and all the effort has gone into actually save it looks like it's in history doesn't look like it's actually happening now,Rescue words
still checking holvern can go and check in with another unit if you need it comes down without i heard another means that will form of baseline on the sea innovative,Action words
alpha we have a fire mike 19,Fire words
charlie the team might have lost two people but yeah it is has,Rescue words
roger still happy with initial placement we hear better,Communications
bravo in the southeast of lima 7 is now low on water so i'm going to send it to the sun reset my location to philip other i'd rather than,Directions
charlie 1 in winterfold as your party or units through that town reviews thank you,Named Locations
bravo to all using water to investigate denston doesn't close after all noting wind direction is going to say east south east is the direction of i will go over,Fire words
charlie the my current position is zulu 26 i've got fire on two-thirds of my location of field of you seems that the fire towards denston,Directions
this is bravos x4 and astley,Named Locations
charlie three-in-one mostly out of u745 and 6 on its way and come back in place to refuel 1 and 3 recommend to move down to 8 67 is coming to you for when you need a refill,Communications
bravo to all should i position 4 and 5th holbeechwood in anticipation of south to north wind,Woods
charlie that's the fire controlled and has not penetrated holvern good news on our route vehicles at the top right hand browser and then ready to redeploy on your stay here i don't have enough track to know where to put them in the moment over,Fire words
the a in castlehill going to send by units to protect the wold road in hanley of castlehill is unpopulated,Named Locations
alpha could you replen the fire-truck one which is currently in,Fire words
charlie back on the net however,Communications
bravo just mr nobody there can i get unit 82,Communications
all,Other
this is this is alpha yet that works for me,Communications
this is bravo yet copy yeah,Communications
moving rescue night up to esterly  and then across into westhill,Hills and Forests
charlie can confirm denston is clear of personnel have a copy of the,Named Locations
roger that now threatens the largest population in wildwood,Woods
coniston softy townsend to see who's there and then shall we start evacuation sort of immediately before the first two in a dissipation,Other
this is charlie where would you like my fire-truck on this,Fire words
bravo extent of fire west and north is hotel 19,Fire words
there just three i need to check please can you confirm that the one that i've got my 10 on is one of the ones that you've had that has got people in over,Rescue words
this is charlie and my firetrucks now for se10 not was a fire,Fire words
charlie i think these north fire is just about where the underwood wyreforest writing is my units towards 110ml,Reasoning words
to them middle and 07 is due,Other
i can't find anyone that went to fold or castlehill currently,Action words
this is out of all my trucks in the top the top corner is that they will take a long time to get there is that going to be necessary by the time i get there either,Other
roger and,Communications
this is bravo i'm going to send one water tanker further my water tank up to hide the new forest in front of newtown by the campsite position my fire engine just outside the charville,Fire words
nothing really relevant just saying its open i just seen on the map the,Other
bravo i just checking as a formative other team my team is now pretty committed and fighting the fire in vicinity of wildwood  and hanley,Action words
charlie canadian echo advertises a large local community interfaith family fun day supporting people of all face coming to promote diversity and harmony etc so likely locations for that also breydon or holvern just going by the to church locations on the map her then i think it's at night population centres and those to face locations last visit visit and then the two churches for that faith community day suggest we can get the recce of those of thetford and worthington surveys to population centres for the royal visit and breyden and holvern he event minutes to further plan your approach with the scenario map and a newspaper intelligence reports provided yeah,Rescue words
charlie i suggest we abandon the motor and fine i do not think there's anyone else in danger up there and move all units i think castleton is pretty much gone but if we look checked winterfold and beaconhill i think there's the next to inline over,Action words
my protein locations of looking at we campsite at wildwood church at hanley and hospital at malton party building in hostel castleton and then there's police station in court in castleton wrong building in castlehill police station castleton,Directions
charlie starts evacuations in greenhill in lowtown  over,Hills and Forests
to all fire has started just to the left of castlehill moving logistics unit 8 support castlehill just over,Action words
has gone past it,Other
this is i will be buying it just try out for a think you're talking yeah i know i got it found two houses in newton  the one that is 32 a l and 33 aj haven't checked yet though,Action words
this is alpha 1 and 2 or actually that full because seems to be spreading further wintergreen hilltown,Communications
alpha mike foxtrot six moving to read,Communications
now 3 grid squares north west of february,Other
all the wind direction is heading north west south east castleton dental castlehill local tyres church in winterfold  house 0 population over,Buildings
charlie based on the hospitals we've got greenhill on lowtown  which we should put the record numbers on and charville and oldtown for the conference areas as a priority if you agree absolutely agree with that do you want me to take so is,Buildings
bravo seen heading that way,Communications
let's do people that aqua science is,Rescue words
this is alpha does it give any idea indication location the royal visits taking place in over,Directions
this is alpha i'm just thinking whether it is going to be more shrewd to split your rescue vehicles on different sides of the map to be able to respond to different fires over,Reasoning words
charlie many thanks that does anybody know whether are people that sounded activating because i've not got anybody else on my leftover,Rescue words
alpha dol that's all three mifi unit in a top-right quadrant looking after the fire in,Fire words
y at there to get them out the way over,Communications
ok so are we just that and then i just let you know over,Communications
charlie article has no significance to the scenario of,Communications
a coffee i will split fire trucks then one to worthington due to its proximity to the woods and they want to holvern but it's actually approach breydon all church and breydon is empty,Fire words
alpha morning,Communications
alpha one and two also on route underwood directly over,Woods
actually red squirrels had been sort of repopulating scotland and northern england nowadays balfour not anymore with,Intel (from newspapers)
this is charlie can i borrow 7 before you head over,Communications
roger in which case you want to move it in the vicinity of papa 20 this we can get eyes on and use that as a record screen record a green over,Communications
the large building over,Buildings
alpha can you lose 3 to the water bowser to team i've activated what i can from newton  and moving it to the southwest safe location continue to the northern town which is obscured by fire do we need to make a call between newton  and oldtown concerning the population century oldtown has not yet been but oldtown looks like it's a newton is actually lost i'll move what i can evacuation wise but i'm timings wise not able to get there in time i will do 6 into woodside stop fighting find out there again where fire-truck 6 cancel location to charville without population centres up there ever a,Action words
alpha foxtrot 7,Communications
you can do 4 and 5 just to finish off the fire in the hospital for about 6 come down yet too late,Fire words
this is bravo i'm leaving 8th november motocross isn't it is,Communications
alpha echo 6 can you change it eccles 70 cool signs fire is coming in a southerly direction come from a southerly direction so going to be fire at 22463 over,Fire words
your reason why i feel trapped over,Communications
charlie team did we need to begin to breydon i didn't and how's life scouted giving up bible start at 20 over,Named Locations
alpha all sending one two and three towards a e60 just that the windows changed so is at a e60 the fire is going to be spreading towards holvern so prioritise evacuation their if possible,Fire words
bravo how are you doing for water if 616 units,Fire words
charlie could thank you say,Communications
bravo sending to firetrucks heading that way i'm going to try and load everyone into the police station to run about 1 buildings project over,Action words
charlie both new difficult pine trees and priority firwood i would so sending to you right now,Woods
we can refill as well for the next please have a copy,Communications
this is alpha,Communications
i'll surely prioritise should prioritise bread and then letting,Other
bravo the number of the royal family visit the shopping centre today did you catch breath last,Intel (from newspapers)
bravo i will send i will deploy to fight tricks to trenchwood  still that would be between winterfold and trench woods to try and support the recover,Action words
this is bravo check water levels there's a water check on track on q9,Action words
this is alpha can you move your water one more time please to mike on for to ensure we have a water supply near the police station over,Fire words
other is,Other
from epping to langdalewood we don't know the population in langdalewood over,Woods
this is alpha beta,Communications
this is bravo that is possible there's a lot of people in beacon hill i didn't have that i haven't had a look at the angel i wish one shall we tackle which fire,Rescue words
|1,Other
charlie and then is it the two buildings to buildings furthest below the middle one is it just those for structure it's three buildings below them it's the one at 8,Buildings
charlie one sec,Communications
this is off you've got your truck number_7 moving to the same location as my number 3 can you change it's like the other,Directions
y vehicle rental properties on the southeast edge over,Communications
charlie are you working with you can give you bloody are you in egerton,Communications
charlie there is no personal in the hospital in lowtown  32 and 27 people in a nice two big buildings,Rescue words
outside probably say woodside but we need to keep greenhill still has the highest population of west side of greenhill any high-value properties from object no in cases but travel has not been checked and is for large buildings are over,Action words
bravo team a fireplace to be towards underwood and castleton,Fire words
charlie repeat which areas you are going to search it is,Communications
allcallsigns and chuck bass line it could still get it around as everyone else we to stop it if that makes sense over,Communications
bravo to all our leave water trucks as well please come to refuel as required,Fire words
bravo will do approval to confirm that that the fire is going to start a k e 35 over,Fire words
bravo team i also have a large gathering it's taking place in a shopping centre involving british royal family doesn't say where the shopping centre is so suggest we consider all locations on the map at this stage and less any further info is provided out same does not refer to a large gathering instead focusing on the success of the top team in breydon not imagining that there's going to be a pic group of people there but i guess we'll see,Rescue words
it gets hurt i'll get back to you over,Communications
charlie and said he won't firetruck down to your location in woodside travel around the big buildings is,Directions
that was,Other
alphafoxtrot11 hospital steel fully man constantine taxs over,Buildings
charlie many thanks for that over,Communications
to all sending to unit up to charville 9:30 will be on way shortly after all in the woodside town in the centre of the map there are people in total in woodland hills church in westhill is vacant over,Rescue words
base units in the northeast to recommend filling from the central point over,Communications
this is bravo is aj 90 town is evacuated i'm moving safety,Communications
this is alpha yeah i was thinking exactly the same,Reasoning words
y rather than firefight at j24 instead team if you're not allowed on the focusing on winterfold i've got hanley can someone please take something thank you,Fire words
bravo get that my opinion as well,Communications
charlie on 100 people in the church in holvernanother,Rescue words
bravo assistance oban fire spreading north and east be advised that hospital al millions can someone remind me where the masses civilians were in holvern please,Fire words
alpha jackets has anyone in nasty remember to refill the water i've got fire engine into a water thing number_7 wears the number_7,Fire words
this is bravo not sure about brightwood however have your notice at the wind is it has changed direction as well is,Woods
bravo you got 7 if so recommend you move west between the fuel the waterpoint and us,Fire words
roger i can see the file location for the fight of the,Directions
bravo is,Communications
roger people yes,Rescue words
charlie just for a train from last time so it's very difficult for me to be back great buildings i said she can't do the big buildings the small buildings are trying to evacuate if required into the larger buildings shelving to a safe area so i focus should be on trying to protect any large buildings over,Action words
alpha left-hand side say again if you could check westhill lowtown  yeah ok yeah i've got a cottage hospital that's been going to be kept open which has been kept open so lowtown  and greenhill likely they have people in them out of a yeah i'll take esterly  westhill malton and,Rescue words
after,Other
charlie thank you this are they just moved by truck 782 the fire in greenville,Fire words
this is currently moved my water tanker to gu31 it let me know if you want me to me that yeah that's fine thank you,Fire words
alpha team i'm not sure if you know if there's any seeds are doing anything count on two houses at everything else is clear in swanton over,Named Locations
alpha the police station at woodside has no pax title callsigns of the campsite at wychwoodis empty over,Rescue words
what was the slade and it would default,Other
bravo could you move your number 8 water truck up to a m4 just got eyes on when the fire yes,Fire words
this is charlie adam barton free alternator check which would the campsite,Action words
this is how far i've got a music festival it's called the hazy music festival it's a big glastonbury like because you've got list of it and like food when does all the rest of it so going to be because of that because of that line up it's going to be absolutely massive but we do not know it doesn't say where it is at all can talk to all units you have 3000 minutes to plan your approach for this narrow map and newspaper intelligence reports available you're planning time starts now,Intel (from newspapers)
alpha just at the bottom of the map swanton hanley wildwood  campsite as well we can do yeah,Woods
alpha foxtrot 7 and in samoa holbeach the west holbeechwood be fine now on the 7th i'll from moving units now along six east trying to stop the fire hitting holvern moving on that may be the,Action words
this is bravo mine are in a a30 and rg12,Communications
bravo i've got an asset at the east side of the wyreforest underwood no show fire appears to be burnt out over,Fire words
alpha i do not think blackhill so good would you be able to move your fire-engine to yo32 monitor for the sci-fi over,Reasoning words
charlie no personnel in the church at winterfold search,Named Locations
charlie moving af9 now fire in wildwood  which is right where all of the people are,Rescue words
charlie for callsigns that means i'm worried about thetford and denston i'm going to clear the anyone out of langdale woods do not know about that but if we can do to protect deptford and dense than over,Named Locations
charlie to all units so mine is basically about a car theft in castlehill really make much sense but just left and the police have launched an investigation and to be vigilant mine mentioned that there is a police open day event so there might be a lot of people in esterly near the police station or it's castleton time says there's a annual music festival where there's going to be going to be lots of people that sorry it just says hazeycopse it doesn't actually have a specific location,Rescue words
yes copy that for off and,Communications
this is charlie my report is based on car thefts in the castlehill area possible risk of fire there,Fire words
charlie minds on occasion echoes is january 13th 2025 to saturday having a family fun day together so there a lot of people there is risk of religious intolerance and hate crimes however hasn't told me where is but have you got information to back that up people are there,Rescue words
this is out of it appears the fire in epping has taken the village so stop it's going to be up to langdalewood to check those two areas and if not i think that that is probably the next one over,Action words
bravo sending tanker to,Communications
this is charlie with currently blown up and canine is,Communications
charlie acknowledge cardiac and then team to being a fox 34 and 5 and then there two associated tankers and rescue trucks i probably,Communications
alpha all the police station in uncle signs personal vehicle in,Buildings
alpha with campsites near civilians over,Communications
there would be no over,Communications
alpha what was the grid for the fire deptford 35 and 16 fires little building just be isolated one southeast of beechwood fire started so yeah lol line back to my units i'm going to  might not get there when i said i said back to me just north one about the fires in ashtead in the south of brightwood as well,Fire words
accidentally evacuated,Other
charlie news article is have nothing to report call is about red squirrels in firwood which i am suspecting does not take priority of human right,Woods
the newforest is likely to burn,Hills and Forests
bravo team fire is rapidly spreading towards lowtown,Fire words
just,Other
charlie i've got one rescue truck breyden and,Communications
obviously that food is high populated will keep a recover,Communications
can someone with safe hanley and swanton about burnt but i think we might just saved some of the houses of,Reasoning words
alpha mic 35,Communications
this is bravo community six down to the south east,Intel (from newspapers)
charlie do you need to recall your water i partly have the 8th position in castleton and i have television in malton,Fire words
confirm cleansing water and then moving up to try and form a break for oldtown,Action words
charlie can you can conduct clearance of swanton please with your a call sign probably,Named Locations
bravo due to the scale of the,Communications
charlie to all the people gone from wild where does anyone else know where people are heading towards castleton medicine support in beaconhill required as serum buildings,Rescue words
roger are we giving up on castleton over,Named Locations
alpha what you want to do with the units initially keep them in their recommended keep them spread winterfold castlehill when underwood are we waiting to see if anything breaks outset two different locations,Directions
bravo have a one more quid a yourself sorry wrong fox 06 can you move to the southwest corner of hanley other but i just confirming but i think that should be hanley devoid of any more personnel in the last 1 into romeo 9 now then we can assist with it,Reasoning words
this is charlie i got one unit had not there to the rescue,Communications
charlie as i probably can you help me check for woodside to check people seeing as we're sat in the middle and i use unit in to woodside check the southern part of which side,Rescue words
charlie received other,Communications
alpha winterfold church 0 pax castlehill hospital 0 the other big building castlehill 0 0 people in hanley church over,Rescue words
charlie just watched firetruck 6 just moving to the top right hand corner of malton to anticipate the fires encroaching on malton,Fire words
bravo epping is clear so happy that we took my shopping but brain is not,Named Locations
here mine is about a community group in to keep a hospital from closing in lowtown at the hospital in low town is solve fack,Buildings
and brightwood,Woods
fire truck screen to the west of thetford just behind fire truck4 over,Fire words
alpha do we have eyes on the phone then office,Communications
roger that i'll move the rescue truck with your units which are the most first ever,Communications
bravo can i have one of your water units if it starts full following my three 5 minutes so that it's there when required yes no problem whereabouts on the map would you like it located and,Directions
this is alpha will let you know as soon as we know where the fire risk is over,Fire words
charlie i think i found the western extent burnt out a ground in on the x-ray as a vertices it doesn't seem to be getting any further west knowledge,Reasoning words
this is charlie do you need any help searching breeding i can move my people from worthington,Rescue words
bravo confirm that i will towards a flyer in the world rich,Communications
could we have a water tanker at,Fire words
bowser i hate pretty soon darling wildwood  if you can be the downloader,Fire words
charlie house empty going to holvern denston only has two people in large buildings rip top left fire looking good let's head towards denstonfire,Rescue words
allcallsigns to,Communications
bravo2,Communications
roger no wind direction coming in from the southeast heading north west 11,Buildings
roger if you move up to along the,Communications
this is charlie i just moved next to you,Communications
charlie moving six down to lowtown still on especially near esterly top right appears to have burned out to support lowtown  moving to you three,Action words
this is bravo there's about 119 people at greenhill 112 at the hospital and they're there is a one individual at 13,Rescue words
charlie i'm heading towards the top where beacon hills noted are lamb head down,Communications
charlie tomorrow where what coordinates are you heading to,Communications
roger copied the son of 67th knocking about somewhere in the aa not checked every individual property and having a coffee sorry,Action words
so yeah,Other
roger moving around now and the hospital in greenhill has at 112 pax,Rescue words
charlie worthington is actually pretty empty doesn't seem to be spending anymore holvern ashley at risk is now coming at 6:55 from the south so we need to protect the corner northern is north of those so holbeechwood and  i think we set up a line of defence just to the south of holbeechwood yeah that stuff that makes sense to stop it spreading through the woods into hold on leeds festival my baby do we have an idea of what a population of holding is alright one vehicle going to hold at the moment do not know how many people in there,Rescue words
i'm just so,Other
bravo we're going to br7 moved into facility of charville to replay the fire fighting vehicles up there evermoving 18,Fire words
bravo my two units in wildwood  are low on water at low ok leeds m30 and ip31 to ip13 now,Fire words
charlie systematically searching underwood unit_6 on way,Woods
this is bravo yeah not much not much intelligence i do not think so we'll just have to scout scout a bit more trust we have and then go out on there depends on how much time we have before i will kick off angry,Reasoning words
alpha can i just confirm you checked all the places in epping over,Action words
just to have a look and see what's in there a,Other
roger leaving now,Communications
every after so there is one person in gu22 one person in the 20 and 2 people in bh21 thank you,Rescue words
