Sentence,Label
y vehicles to breydon to pick up people and a fire engines dancer the bigger towns to scout and see if people are there,Fire words
this is there in 9 people at side i can give you the locations later on i will move my unit website to greenhill negative doing there any individuals near the second fire there aren't any i've checked esterly westhill there will empty that i do not know but should be out of range rover,Directions
alpha ek016 is that all run straight and to hold the note has anybody done right words can say it's going to be there in a second but we do have 106 person holding church which is on the right path ever with an hour i'm going to send mine to the northern edge of holbeechwood make that the southern,Woods
to brightwood now to copy campsite,Woods
bravo to all active fire in winterfold coordinates of e22 units to winterfold on,Named Locations
y vehicle on route to hospital in lowtown over,Named Locations
this is alpha my newspaper clipping is about the community rallies around save cottage hospital it doesn't reference a group of people in any location over,Rescue words
moving,Other
charlie there is a brightwood with the necessary chat to people to check it only one wind and down that brightwood iris tired near holbeechwood on the top of that five we can,Rescue words
bravo team just to confirm locations started locations where we positioning are units go through a starter box one two three and four you can let me know how to trolley i didn't understand repeat please just let me know your fire-units where they're going to be to start with less down a starter units how to seam fire-unit 1 will be going to trenchwood buying a two will be going to wildwood campsite and fire-unit_3 i'm going to place a castlehill hospital can you repeat 45-minute to please our unit 2a wildwood  campsite,Fire words
yeah i'm on the first on the south high-rise with truck 9 evacuating 3 people as we speak other rather team in zulu 21 contact with fire3,Fire words
charlie and seeing the police station castleton is empty over,Named Locations
i'm not sure he doesn't give this much does an at hospital in lowtown,Named Locations
charlie rescue priority needs to be that campsites of the right-hand the wrong the eastern edge of the newforest|1,Hills and Forests
charlie evacuating to personnel from worthycopse callsigns brightwood is clear empty what channel is looking at the wind direction thetford is likely going to be target of high value of the three high rise buildings have 30 personal in the match to check the outline building zero copy,Named Locations
roger dream the fire x-ray x-ray it was going to your firwood it is burning pretty out of control in multi directions 360 directions to firetrucks to fight it i think at the moment the biggest risk is to woodside i will continue to monitor if it gets our control we might need to do,Woods
alpha 5 just confirm you anymore around potter five to confirm there's no more fire in that northwest corner of my eye i know i'm fine if i right now it just going out just going out and my location to move now over,Directions
this is alpha could we either check the heavily populated areas in charville or get it to greenhill cos i know there's 112 people in the hospital on fire at,Named Locations
bravo2,Communications
charlie wychwood and what would,Communications
yeah i'll try and stop it with six music ross 203 and then 5 and 4 and 5 try and stop it heading but the south of fire is on the campsite with 104 personnel should the fire make it to wildwood  understood can you move your eight up to obd2 screen north of wildwood  mine moving towards castlethill i think we got that contain out once we get this southern aspect of the fire dealt with active 345 lent start looking towards north but currently no sign of fire in and other looks like we're pushing it now to the westside wildwood  for hanley as well i didn't finish clearing hanley that india 39 has 1 pax india 38 and juliet 39 were clear and the church was clear 7 to refill is that going to stop me from being able to protect those people travelled esterly you should have dealt with that fire now so you can release 7 to refuel other one and two to refill can you move 8 to screen the fire to the west cast it's gone out i think that we've got a grip of this fire in the southwest we push up to the northeast look at the progressing over,Intel (from newspapers)
charlie when i confirmed the everybody apart from the police station is evacuated so we could just take one now and then focus on the castleton fire otherwise over,Buildings
this is alpha i'm just thinking whether it is going to be more shrewd to split your rescue vehicles on different sides of the map to be able to respond to different fires over,Reasoning words
this is bravo 106 people at malton station so really high a population and the sopranos no-one at trenchwood campsite so that's not the location of the festival to be,Directions
roger i actually think in charville in that all the time with we're going to have the fire on second might want to switch focus to woodside ever where's woodside sorry centre of the map project yankee in vicinity of all time is now extinguished i'm moving forward32 woodside to see if i can extinguish way of a fire is there at now moving 45 firetrucks and bowser 8 ward woodside why do evacuation truck sorry that loading or unloading,Woods
this is bravo could i take test in and worthington or astley and holvern and,Named Locations
bravo sending to firetrucks heading that way i'm going to try and load everyone into the police station to run about 1 buildings project over,Fire words
charlie this,Communications
alpha foxtrot 12,Communications
this is bravo 106 people at malton station so really high a population and the sopranos no-one at trenchwood campsite so that's not the location of the festival to be,Rescue words
and the holbeechwood house including thetford so drop into thetford and it would be charged up holbeechwood that single location the alfa giulietta 14 do denston where the cops and worthington and i'll keep my fire-unit with me so i've got three ship just confirm epping brightwood langdalewood and thetford do you go to thetford to,Named Locations
charlie once you've checked in westhill are you going to move one of your rescue vehicles down to lowtown  in the event of there's a lot yes once informs me of how many people in that location i'll leave it to secure it in case of a fire because anything more than 10 i won't be able to evacuate anyway otherwise i will look at western esterly in oldtown to start off with other,Named Locations
charlie just to confirm lowtown hospice empty or has not been checked maybe hospital is empty on reflection and sending another unit up to a m4 just in case cos it's close to greenhill people in building another area of priority wind moving west self to protect greenhill hospital fires located units still but maybe moving around to make sure,Fire words
this is charlie unloading up and people rescue in woodside,Rescue words
charlie agreed ever also sweet my two of castlehill swanton large building seem to be empty also ears and dry what word has 104 people at the campsite over,Buildings
this is bad i can confirm this,Other
alpha you want to  go out to the extremities first and i'll put a rescue vehicle in the winterfell to check that area and then i'll send one down to wildwood  to campsite down the bug i can see i can't check but i'll send someone to,Woods
bravo and myself can't split the northern and southern part of map between us however my preference would be to send a what is the highest density of buildings to clear because one vehicle in thetfordwood there's no one in there and i've saved might i meant having to go there that make sense for me to check the builder yes i'm sensible ard to thetfordwood camp worthington then and ok thank you at least that one can of house on its own holbeechwood i can try and pick that one up when i do the others who's doing worthington me if you come across the other fire or squares just fall out that grid and then we can use the wind directions timework out where the deleted file will be in relation to that point yet happy campsite in thetford would one person,Action words
charlie woodside clear of all part of all people other next concern will be greenhill if the fire used to move that way other,Hills and Forests
roger in which case i pretty sure that's that's that nicked other agree bowser on kg 10 if needed denston i've got a vehicle in worthington commencing search there other app with my other vehicle and remove to brydon and continue my clearance there where we setting up for the second fire i think if we screened the inside of worthington then hopefully the final continue to go down to the bottom corner and burn itself out confirm eastside westside worthington we want to check to make sure check in the hospital and the large building in worthington probably roughly want to be sitting so from ad eastward's all of those buildings are clear in worthington ok will let that case let's go to worthington so clear the hospital now i'm going to keep engines two and three in the centre because i think the fire if it's not hit lights out i'm going to move engine north of denston sort of south of holbeechwood i  would recommend once we've cleared that worthycopse all vehicles stay in the vicinity of breyden epping and holvern eastern side of the map is not now going to clear the green engine to you i've seen burnt out fire to the east of breydon screen 28i,Fire words
55s vehicles four and five on location with 7 water vehicle vehicle 6up,Directions
charlie what are 2 hours like in clare travertine that's definitely 100 people in those houses then we can play in the same do we have no fire-engines in winterfold team northern winterfold no one in the church i need to assess east and south team can we cover,Named Locations
the police station is it's been closed out it should be able to re catch fire but i can always leave my engine here so where is your refuel one currently one of them is at n17 in turn the other one is at i think it's a a33 in castleton i will be moving 8 up towards castlehill,Reasoning words
charlie can you move nine down to blackhill to start looking in there please yes i suggest we we send some people towards black he'll just in case that fire heads to the southeast or weekend at centre play,Reasoning words
alpha i'm already there so i will move my engine back momentarily ok i've got a fire-engines on gt2 and on of a diva fire asda why the fire is currently yes as by the fire is currently at 20 and 0 to 27,Fire words
yeah i'll try and stop it with six music ross 203 and then 5 and 4 and 5 try and stop it heading but the south of fire is on the campsite with 104 personnel should the fire make it to wildwood  understood can you move your eight up to obd2 screen north of wildwood  mine moving towards castlethill i think we got that contain out once we get this southern aspect of the fire dealt with active 345 lent start looking towards north but currently no sign of fire in and other looks like we're pushing it now to the westside wildwood  for hanley as well i didn't finish clearing hanley that india 39 has 1 pax india 38 and juliet 39 were clear and the church was clear 7 to refill is that going to stop me from being able to protect those people travelled esterly you should have dealt with that fire now so you can release 7 to refuel other one and two to refill can you move 8 to screen the fire to the west cast it's gone out i think that we've got a grip of this fire in the southwest we push up to the northeast look at the progressing over,Fire words
alpha left-hand side say again if you could check westhill lowtown  yeah ok yeah i've got a cottage hospital that's been going to be kept open which has been kept open so lowtown  and greenhill likely they have people in them out of a yeah i'll take esterly  westhill malton and,Buildings
charlie i will check malton winterfold and trench would does the next person want to do beaconhill castlehill maybe,Named Locations
this is bravo a if you want to move your one to a different house i currently have this one circular,Communications
roger standing there now talking fire now in the southeast with my call santa looks like the fire just west of winterfold is going north west towards malton never project winter change southeast to northwest from southeast to northwest over,Fire words
charlie just moved by firefighter plants to south of the church in holvern going towards the church in holvern on top of the church evacuation of the fire south of me,Fire words
bravo i've got one unit on and the holbeechwood another just after if you can keep a weather eye on the fire and approaches through the woods,Woods
i am currently waiting for my fire-engines to make it to castleton  castlehill when is pretty much burnt out castlehill is empty of people it's only the police station has got any people in it so if we just leaving engine on there i think we can ignore that fire over,Fire words
bit like now well if it goes down the hospital and into central houses are brown in colour for me which means they have been burnt down if you've made the same after all i can confirm the fire is not spreading north to easterly or west hill ever return to their location unloading personnel from lowtown at the safe zone to the north of it the east of wychwood require water,Buildings
charlie check that you should be able to see it on your back now can you move to please 7 going off to,Action words
obviously that food is high populated will keep a recover,Communications
there so yeah i think focusing attentions on thetford would be is,Named Locations
keeping arm look at the sunwood  rather than backhill,Woods
alpha foxtrot 7 and in samoa holbeach the west holbeechwood be fine now on the 7th i'll from moving units now along six east trying to stop the fire hitting holvern moving on that may be the,Action words
alpha india 6 fire spreading towards the village of astley of a limited right one good wherever,Fire words
bravo just to double check i am taking castlehill and underwood search yes please and beaconhill please no worries,Action words
this is charlie the fire at j24 is the winds change now that's going to go south and hit castlehill wildwood  a potentially handling swanton depending on how long it goes over,Woods
this is charlie in the case of fire in my location on denston and i've got a full tank still have the top 2 having one in each epoch is a low-risk target,Fire words
this is bravo i'll be meeting my water tankers up towards astley and horan,Fire words
this is charlie can i confirm that whoever checked breydon there is just the two buildings people and they check with the other side i can confirm there are three buildings in breydon and i've checked with people is 0 23 22 and 21st then over,Rescue words
this is bravo i was at the trenchwood campsite in that case we do not know where the music festival is it can't be anywhere else because there's no other places people will be shall we set between shall we get shall we protect malta then police station police station and then everybody else between liquid and the police station in malton and then we can ignore the ignore the one that's breaking out i'm near castleton with a good chat depends how fast it goes if it gets that castle hill wind coming from the southeast,Named Locations
charlie confirmed thank you should be able to evacuate all if not most of them over,Communications
this is it's a j33 and a l32 is a,Other
i'm going to set up on,Other
this is bravo a fire hazard reach wild let's see maybe fall back that was only,Fire words
charlie is it worth you also looking at worthington just because they're closer and then we thetford epping and astley holvern was going to suggest giving the location of the safe so if i break for you close to thetford and breydon is it worth and,Named Locations
bravo team suggest by bloc between castleton and the linkwood,Reasoning words
roger and worthington thetford town and free to brightwood and then i'll move them it towards langdalewood vehicles on route to my three locations,Woods
charlie city the church still looking good as point is coming in holbeechwood open the remains of team set a fire-engine on it she's fine fire-engines 4 and 5 out of water requesting back of the church at holvern asap so does not have any more water that yes,Woods
this is alpha in terms of tackling the thing is i think we're going to need to be a lot more communicated of where the i'm going to try and mark on my map where the fire is got too so if you guys could just keep up reporting in on where you can see it then that would help me her track our response to it go to the rescue shall i aim for the lower populated areas to rescue and then the higher popular series to try and do the defence for the fire and his,Reasoning words
alpha 2 all large building and castlehill rm3 over,Buildings
charlie is,Communications
charlie 40 and we're going to need at least half you100 people in those 3 high rise buildings at thetford then you just going over,Named Locations
alpha can you confirm your fire-assets thank you and where your other tanker is going over,Fire words
charlie if you can do that in lowtown  and just ping me the grids of where the main population is they will be the hospital at least then we know whether we need to decide or not just thinking further on my news article that shows if the fire is in the proximity of forward whether there's a large numbers of people are looking at squirrels but i suspect we have that one of the plan beat my location,Reasoning words
charlie vehicle on route to the transit centre the other vehicle is removing the last two personnel and i'll head to hanley have a copy lookup swanton over,Named Locations
so i will drop off personnel back into greenhill over,Hills and Forests
agree seems to be quite effective so far to,Other
charlie thetford got quite a large number buildings to could be that ok so then it sounds like pretty much all of the settlements for going to need a big check so if someone wants to take after being holvern someone takes thetford and breydon and someone does denston and worthington i think there's loads of group so we want to come over,Named Locations
alpha left-hand side say again if you could check westhill lowtown  yeah ok yeah i've got a cottage hospital that's been going to be kept open which has been kept open so lowtown  and greenhill likely they have people in them out of a yeah i'll take esterly  westhill malton and,Hills and Forests
charlie and l14 online 14 it's spreading both to the west and east i think from where it might be worth getting a baseline rate in holbeechwood i'm occupying the,Reasoning words
charlie it would be fantastic help lowtown  and then like esterly  in westhill i'm not quite sure why i need to know about there being red squirrels in firwood as well as possibly here saving human lives travelling woodside might be busy then,Woods
this is or as a wildwood  campsite has a break continuing 104 pax trenchwood  has 0/2 roughly just on the half the population of the until i might suggest you concentrate now should i commit both evacuation trucks to wildwood  send one down towards the costin population centre time considering wildwood  in comparison to the first two fires so maybe yes but your assets rather,Rescue words
bravo team fire is rapidly spreading towards lowtown,Fire words
my fire at the moment i'm going to move the five minutes to swanton that hanley's there's nothing really left her the fire that you're right now winterfold ok i'll meet us there are winterfold is pretty much done elvis movie was there towards just north of those buildings well you can just hold it there does not appear to be travelling self at the moment for ok which can you see any town think it's likely to go to,Named Locations
charlie noted given the numbers i'm not going to be able to get any more than 10 max wasn't able to prevent any size reaching them you know is there a sense check on the amount of people in castleton,Action words
alpha are heading up to the fireworks in greenhill i am currently fighting the fire at greenhill ak50,Hills and Forests
charlie article has no significance to the scenario of,Communications
bravo i am just paid being able to control this fire fire x-ray and the top rights fairly quickly probably won't need water from the central bowser on the way through so if you use your browser down to fight fire yankee fire yeah,Fire words
charlie team 4sa castleton should be sparsely populated area evacuated a few from there the beginning of this of this and i'm just loading up for more however has been through i'm currently on recce in the area of castlehill and under the wood to see if the fire is a splint off in that direction at the moment i've lost contact with for,Action words
roger if we if we send units to single units to thetford and worthington breyden and holvern that should at least get some of it done yeah,Named Locations
alpha echo ii by to the south of heaven looks clear over,Reasoning words
after all noting wildwood and trenchwood are pure pine blocks before quick fire through their over,Woods
this is how i think firetrap 4 and 5 doing sterling work in the middle of the fire but i think to try and stop it spread if we get round the south like the south and a little bit of a u-shape and we should be able to contain it over,Reasoning words
bravo 29 please it's a b29,Communications
charlie confirming that as well as many people as private,Rescue words
bravo receipt back office private,Communications
bravo fighting fire zulu wrong45 x-ray in zulu 25 got valuation truck 10 still sat on the church in holvern not sure if i should diverted to someone who ate all those people in good time over,Rescue words
bravo at seen city transport water supply truck 8 is on route to holbeechwood be filled up after all fire started on a a16z second water supply truck will be heading to the south of brightwood over,Woods
this is alpha i think just a bit down the bottom but i managed to get my firetrucks here now so i just see how it goes over,Fire words
this is charlie i wouldn't think so could not get any chance so even if it is up there then that's not going to people there so when we start i'm going to check out swanton and handlers the first call so but rather if you want a castle in castleton campsites that probably be letter at the start of one of the police station in castleton and 1 on the hospital if somebody to cover,Named Locations
this is alpha that's very likely the royal so shall we prioritise in the church fete yeah send recover,Intel (from newspapers)
charlie i can't get back in about you if anyone else in enough time to have a,Communications
alpha rad still on for that location to put something out,Directions
bravo moving15r to try and head for off-roading at this time after redirect up to beaconhill to say some of those bigger buildings at the continued down to cotton with five can over,Hills and Forests
a copy,Communications
this is bravo i'm getting one of my engines on to the tent in trenchwood  has one of the fires is up north the earth wire j24 i do not think it's going to head out that we haven't already cover,Reasoning words
alpha moving over,Communications
bravo he moved lima 712 travel done out after i'm going to reply foxtrot six and an assist,Communications
bravo closer than i am just looking to see where the fire is that was going towards loadout f3 can you move one place right please about 6 can you move to the building to up from where you are now just in case6 is on the hospital hospitals now brown said safe around left the fire and lowtown|1cos f10 of water that's going to go and refill there's nobody in esterly or west it was far away are so there's nothing else to damage and there's nothing in blackhill so it's just new town and oldtownand charville i didn't finish doing account in woodside ministry mapplethorpe,Woods
alpha it looks like after it's nearly burnt out if we planned out the final bits and then for the line to protect thetford to make sure these fire doesn't creep northwards over,Named Locations
roger that you got one towards forward and one that's good newton oldtown think i can clear out with side i'm going to check travel between to split assets during the 2/4 signs have sent to firetrucks to bearwood sorry,Reasoning words
copy to rest arrived in the northwest corner of newton,Communications
alpha echoes 5 over,Communications
charlie not sure if newton was checked but old town pretty much empty newton was not checked evacuating greenhill and charville over,Action words
alpha can you repeat your last request please,Communications
this is bravo yes i found 27/32 and 13 and a big building so far i'm checking the final one now,Buildings
you before you run out of it all constant updates on fire spreading will be very useful for do we think that locating fire spread by like between wonderful and underwood or saying specific coordinates will be more useful specific coordinates i think will be more useful for me all my rescue units are in castleton and in the middle of castlehill and i've popped my fire-unit in the direction of trench would and surely wet or move it closer to where the actual fire is months we know,Woods
those three,Other
alpha house deptford looking i can see the fires at the 21 it's also spreading into epping i've only found two people in epping and i went through that we confirm langdalewood population it was clear i think i was in i'm not sure if i didn't get no i didn't get time to get to that buildings recommend that might be a priority it's ok i'll check that fire round homes been contained on moving engine 1 towards langdale and deptford suggest moving towards deptford in form of baseline as it might already get that sorted by time we get across,Woods
this is bravo high population in thetford there's about 100 people between the three large tower blocks i'm so may be worth sending a recover,Named Locations
charlie i do not think there's anyone in breydon loads of people in holding their units to the wholbeechwood,Woods
charlie sunny racing at 10 to the hospital astley unit 7 it doesn't need to go to epping do not worry take me to unit 8 back in holvern or astley please confirm unit 8 moving to holvern church is not looking good,Named Locations
charlie there is no personal in the hospital in lowtown  32 and 27 people in a nice two big buildings,Buildings
charlie to check just so we got three and 3 and then we'll go from there,Action words
alpha i'll put one two and three south west the fire sets lowtown,Named Locations
there in the centre tide,Other
bravo looking like the fire will threaten charville a very high density and those large,Fire words
i 'm keeping my spare bowser in astley just checking numbers of personnel there unless we need it for anything else 8 is currently in thetford will move closer to thetford act if the rescue vehicles can occupy any of those three big buildings and they got 30 on people in it currently in a kg 9 northernmost building my little one is in denston just going the last building given that fire is likely to the second fire excited to go in holbeechwood i've got my bowser and operate which is available for resupply on kg 10 that going to be available for resupply awesome thanks,Woods
alpha that s3 has 27 people in it i've got quite a lot of people in the large buildings and shovel but the fire wasn't heading that way so i wasn't really that time how many people did you find in charville so in travel the at for big buildings top left 26 middle 27 top right 32 bottom right 13 now that case we make him child the priority at least another two fire at,Rescue words
this is alpha mine about full i've got to heading towards the fire nf 11 and 1 heading down towards y31s unit heading down to newton  one back up to charville woodside,Named Locations
for now but if you can evacuate on your way north and inform me i'll be able to move the,Other
alpha ok so just go for michael i'm with all our units around underwood elvis i can't see your guys units by stack tomato 46a stacks 12-in free just to the right of the two trees that just let me know if that's that's going to stop the fire so i can't see it yet,Woods
alpha-juliet 6 other perfect where is your bowser at the moment because it might be closer to just go to the top right corner bowser bowser is a lemur 29 hour away than the fix powder over,Fire words
this is charlie i think everyone from greenhills been evacuated over,Hills and Forests
this is alpha can you move your water truck eight down to the fire near firwood over,Fire words
alpha team forget about holbeechwood position majority of units north holbeechwood south of holvern and astley team brightwood campsite other team sending logistics unit 84 refill the gist7 at the moment is ok,Named Locations
fire truck 602 centre location over,Directions
charlie recommend to next  to 7 to refuel 8,Communications
alpha and i've got bearwood which would a newforest are going to be the quick burning for all the forrester park send and are some weird will be quick benidorm,Hills and Forests
this is alpha what's the population of dennistoun at the moment denston has 5 people in it so that and isabelle for the party they must be her thetford fire then her that's fine near denston might not spoke too much but i've got a my third fire engine on the way to uddingston now kids enter recover,Rescue words
at all i'm sending all my units across to the top right corner of the map to look after a m4 my fire truck on route to oscar november north of the cops north of a long time ever after all there's about 90 people in charville hospital in greenville has 112 personnel ever,Rescue words
bravo i will send i will deploy to fight tricks to trenchwood  still that would be between winterfold and trench woods to try and support the recover,Action words
bravo so what i'll do with my 3 vehicles i'll check westhill and esterly  to start off with a priority and then i'll move over,Hills and Forests
bravo in my unit freeze out of waterways the logistics near beaconhill beaconhill at a 18 but can move,Hills and Forests
y vehicles there to clear it i suggest we put a baseline in division into the j24 that has hieroglyphics because how many in swanton will be in that measured over,Reasoning words
let's do people that aqua science is,Rescue words
manuscript is about firwood where the species of red squirrels which is good source food and that from the pine cones and seeds possibly think there's going to be quite a few people around that area confirm firwood rather esterly confirm,Named Locations
charlie receives i'm focusing rescue on that bit at the moment just because there's more people there team reshaping fire towards langdalewood use the birch trees shall we align along the column half yep great idea,Fire words
charlie and worried about the fire from cost and heading to underwood and castlehill,Woods
this is bravo yeah there was tracks on the way,Communications
roger i'm going to  move one to the hospital free rest of the fire because we've got lots of people in those free life buildings and thetford as well also for f2 can i get a703 philip ave e17 in the hospital in astley staying where he is just leave it there be great thanks i shall for going to move to back again because it's anyone in the rest of the buildings in holvern,Rescue words
bravo copied i will head to oldtown and newton at the west of those locations have been quicker as is the third to the southwest of charville but i would like oldtown in newton with to that someone on a wall truck look at woodside and then probably have to charge a child feels and on the way back down to woodside so we can react better where the fire start,Named Locations
the kilo 35 little charley copy the single pax in that with that has been evacuated for a copy is not to do we need to do anything about happening in brightwood things with evacuated days we concentrate on holvern,Woods
charlie i have a steel manufacturer's conference also it says in interact bookshops and pick that one of three locations newforest single hot oldtown industrial area or charville industrial area,Hills and Forests
how far,Other
this is evacuee think are there any individuals in epping is evacuated and empty wonderful,Named Locations
astley holvern and the one breydon building at aj14 if people could check the large first and then all the surrounding little ones ideally could you get the one building in where the cops as well please and other can you get the one that's in brightwood as well i could probably cover,Action words
a perfect as one person is thetford would evacuating them now then i'm going to go down to breydon astley can i check did somebody have a look through worthington by briefly checked it like i have any recordings of it but the fire has currently stopped i can leave you in at 10 then i'll have to double check next that i was just going to sleep now in case the second fire in long,Named Locations
the hospital at castlehill just in case over,Buildings
this is alpha where's your other water truck in the top left over,Fire words
i did not i will be checking our,Action words
charlie copies and send one rescue vehicle to lowtown to intel that was provided on night cottage hospital,Intel (from newspapers)
charlie here is certainly had that way might just school underneath it might not be possible to,Communications
bravo copied after all together find the other 80 people over,Rescue words
alpha recommend that we keep the team is as per loss x 18 one firetrucks one and two t2 firetrucks 3 4 and 5 and 2a fire-truck 6 and then the assets rescuing the water split between those teams any comments agreed i will put al7 with with 81i'm on a 22 hours you yes yes correct to confirm the priority active for everything that we do is the protection of the most similar life for the decisions that we on the planet we make for me no more information yeah,Fire words
roger copies delta foxtrot for building personnel in the southeast transit centre just completing the search of worthington the second rescue vehicle will then head to the northwest to assistant further firefighting operations sorry please confirm worthycopse and just walking up 3 50 pax in denston just finishing work into now will confirm once i'm on route to breyden please movie at one of india 9 settlements the three arises also have 30 + 9 each and i will move a single unit onto my kate which is the only other occupied building in thetford over,Buildings
charlie yes that's got 100 or so people in so that would be my assessment over,Rescue words
this is alpha is that castleton could be either but castleton police station is closer to where the wrongful arrest happened you have a point so should we do some to just find out where the people are called then we can infer where these things actually happening i think that's a good shout ok,Named Locations
alpha can i just confirm you checked all the places in epping over,Action words
bravo copies extra hospital x-ray to empty the building south and west of the have single pax each other on route via the local signs fire,Buildings
now they can when you're on it just click on the unit in the top number of people in the bottom left of malton then i'm doing trenchwood  so i'll do the northern section winterfold trenchwood  and beaconhill,Rescue words
bravo and echo 211-person tent,Communications
bravos team likewise 5 4 and water tanks moving up to winterfold campsite at whatever would that was clear,Fire words
roger and your fans just died callsigns 104 people at the campsite at wildwood over,Rescue words
fires out in winterfold no signs of any fire spreading south this time of a lost parcel to know that you're,Fire words
bravo should a reconnaissance of where the cops denston and worthington and identify the minimum population so i'm constraint effects up to your location nova centre in holvern is empty,Directions
alpha morning,Communications
alpha assets are all the line and as his fire at 6 and the water truck over,Fire words
charlie nunn,Communications
yeah i see it now qm yes that,Other
bravo to all church at holvern contains 108 person's confirm 108 person's helper tool,Named Locations
unit 4 on,Other
bravo,Communications
all core science is,Other
alpha yeah you got to stop the spread and wildwood  is finished underwood so intimate short that fire 22 doesn't need to go south west probably be worth having another engine of a 46 go south to beaconhill upper my engine 2 is out of water i'm going to do a real planet centre but winter is probably lost in the park and continue with yourself and when to winterfold was cleared by my battery's going to stop moving towards liquid between winterhold and liquid do we know if there any units in castleton with us personal in that need protecting where my 9 and 10 white are i haven't checked those buildings but otherwise everything else been checked so you can check the once you're a double fine just checking that the fire's gone out and around winterfold understood malton hasn't been cleared and has a significant about people in it so make sure that doesn't spread up there or not just leaving record screen for now it looks like the fire around beaconhill let burn herself out understood log in to the centre of the map whilst you can do that record to the northwest,Rescue words
alpha echo over,Communications
charlie team if we use those three bits i suppose we could make an assessment that cars could get burn out in castlehill potentially fight source of fire castleton public order could cause fire and it could be population in the woods between castlehill and underwood,Fire words
this is alpha every stratford the people from lowtown should we focus our efforts on the the fire that's near greenhill shall we all go up there motown go,Rescue words
to beaconhill to get an assessment done for large buildings are currently no one's mention winterfold which probably should have vehicles to check through as well over,Buildings
this is our yes yes evacuate the about getting now,Other
alpha i need f32 by water where is it f30 b37 leaving west in hanley,Fire words
charlie thetford rescue has a loading head and back there rescue secondary gina is unloading and no head down to worthington unless you'd like me to denston in again this i think denston is burnt out so worthington the next stop,Named Locations
alpha can you lose 3 to the water bowser to team i've activated what i can from newton  and moving it to the southwest safe location continue to the northern town which is obscured by fire do we need to make a call between newton  and oldtown concerning the population century oldtown has not yet been but oldtown looks like it's a newton is actually lost i'll move what i can evacuation wise but i'm timings wise not able to get there in time i will do 6 into woodside stop fighting find out there again where fire-truck 6 cancel location to charville without population centres up there ever a,Directions
bravo i'll be going down to worthington who's heading up breeding a turkey breydon and then either pay more tempting to tell him which direction wind blows,Named Locations
moving out,Other
this is bravo maybe we should start a defensive line between castleton and underwood,Named Locations
bravo this three people in the building worthycopse moving my units are to the west of where the fire is going to be just to protect thetford still the,Buildings
charlie yeah there is one that's just incoming at underlining the word castleton over,Named Locations
charlie can you repeat the question please as a child in thetford my rescue vehicle do you want me to head to holvern to rescue so how many people are up there or to astley or whether i should head down to breydon and epping with my other rescue vehicle,Named Locations
this is how far so castleton where's castle hill hull yes i see how many people have you got in castle hill i do not know i think we can spend a lot of units trying to protect castle hill because one unit on multiple east station will save 106 people in the town so i say yeah the most good shout so which one shall we focus on,Action words
bravo freeze refilled units moving 8 to refill and 7 up towards hollywood 6 fire-unit is at ad6  fire started just above trenchwood  over,Fire words
charlie at anecdote of my article is about a wrongful arrest which seems to have caused some sort of local outrage but it's listening a number of ok so the individuals that were arrested were or him hanley and swanton and they are now in custody in castleton so potentially i do not know risk of demos in castleton but nothing really that conclusive in the article,Named Locations
roger movie now for science for information beaconhill and very low population density and then corner over,Hills and Forests
alpha fire is spread in southwest in the swanton direction and it is through a pine forest which is going quickly over,Named Locations
thetford is heavily populated we've got one building 34 137:1 31a,Named Locations
this is charlie at the wyreforest over,Hills and Forests
all the wind direction is heading north west south east castleton dental castlehill local tyres church in winterfold  house 0 population over,Buildings
bravo looks like that breyden might be at risk over,Reasoning words
in all the high rise buildings over,Buildings
this is charlie sending out a green hill has anyone got a visual on the fire that was around the newforest,Hills and Forests
at all i'm sending all my units across to the top right corner of the map to look after a m4 my fire truck on route to oscar november north of the cops north of a long time ever after all there's about 90 people in charville hospital in greenville has 112 personnel ever,Buildings
charlie's the movie 601 unit take the house uncle sizes,Communications
this is my fire-truck near greenhill but do not really know what sells i can't see any fires where i am current situationca10,Fire words
charlie evacuating to personnel from worthycopse callsigns brightwood is clear empty what channel is looking at the wind direction thetford is likely going to be target of high value of the three high rise buildings have 30 personal in the match to check the outline building zero copy,Woods
charlie's 7 needs refuelling come down already on its way sending 7347 refilled on its way for you one and two seems to have gone out i do not know if there's any more areas you guys can see investigating to the east of lowtown  evacuated what areas have them have not been checked with identify charville and greenhill as big population centres i did at grid references f11 and white 30 in 2 minutes faisal big knighted at f11 and white 30 in 2-minutes,Hills and Forests
bravo sending a truck over,Communications
this is alpha and currently on hanley swan to fire it's heading across to swanton however i think i should be able to do mobilise it,Fire words
this is bravo my article is about squirrels thriving in the woods in firwood and how the squirrels are yeah they're in this office safeguard and protect the wildlife kind of thing looking at this girl the bass there in with the pine trees which burn 3 times fast as well the other areas are the newforest which has got many pints is in a campsite and then some watch wychwood campsite so might be good ones,Woods
charlie ok i think so the two buildings not the big button stop the middle one the am25 the 226 and the left one row 27 just a laugh 126,Reasoning words
fire in the southeast corner has a scared me as well so refilling and coming up with one unit private all fire to the southeast of malton seems is spreading just started to the east building southeast corner of winterfold protecting still got over,Buildings
